"Maker and Month Wise Data for Andhra Pradesh (2026)"

"Maker","2026-Jan","2026-Feb","2026-Mar","2026-Apr","2026-May","2026-Jun","2026-Jul","2026-Aug","2026-Sep","Total"
"M/S SRI BALAKRISHNA FOUNDRY&MECH WORKS AP178701111","1","6","2","0","1","2","0","3","0","15"
"M/S SRI CHENGALAMMA TAILOR WORKS AP1514052990","2","1","1","3","0","0","0","1","0","8"
"M/S SRI DURGA VENKATESWARA ENGG WORKS AP193673337","0","0","3","0","1","1","0","0","0","5"
"M/S SRI KANAKA DURGA ENGINEERING WORKS AP514553897","0","0","5","8","0","2","5","4","1","25"
"M/S SRI KUMAR AGRO INDUSTRIES AP118163489","21","18","25","16","11","11","0","26","3","131"
"M/S SRI LAKSHMI AGRO INDUSTRIES AP67543387","0","0","0","1","0","2","0","0","0","3"
"M/S SRI LAKSHMI NARYANA ENGINEERING WORKS","1","1","1","0","0","2","0","1","0","6"
"M/S SRI LAKSHMI SRINIVASA STEELS AP1514223752","4","12","11","12","11","10","12","13","0","85"
"M/S SRI LAKSHMI VENKATESWARA ENGG WORKS AP29070732","6","9","12","10","9","8","16","13","2","85"
"M/S SRI PYDITALLAMMA AGR FABRICATIONS AP203573386","0","5","2","9","3","5","10","6","0","40"
"M/S SRI RAJARAJESHWARI AGRO WORKS SKLM AP191366316","0","1","3","1","2","2","1","0","0","10"
"M/S SRI SAI CHANDRIKA ENGINEERING WORKS AP10538380","2","5","3","6","3","4","1","0","1","25"
"M/S SRI SAI SANTOSHIMATHA AGRL IND AP1913663094","11","17","14","5","8","6","0","1","3","65"
"M/S SRI SAI SUDHA ENGINEERING WORKS AP235531849","6","4","2","7","4","1","3","9","4","40"
"M/S SRI SANKAR REDDY ENGINEERING WORKS AP151377386","7","14","9","9","8","7","16","11","1","82"
"M/S SRI SATYANARAYANA AGRO INDUSTRIES AP203573232","5","8","1","8","7","6","0","6","2","43"
"M/S SRI SATYANARAYANA ENGINEERING W AP203571420","0","16","20","14","12","11","0","23","0","96"
"M/S SRI SIDDHI VINAYAKA ENGINEERING WORKS AP203574","0","5","9","5","6","8","0","1","0","34"
"M/S SRI SRINIVASA ENGINEERING WORKS VZM","0","0","0","3","3","3","0","0","0","9"
"M/S SRI VARASIDDI VINAYAKA ENGG WORKS AP514554278","4","7","7","5","3","2","4","5","1","38"
"M/S SRI VASU ENGINEERING WORKS AP105384365","3","1","3","2","2","0","5","4","0","20"
"M/S SRI VENKATA SAI DURGA ENGG WORKS AP203583296","0","13","0","9","2","5","0","0","0","29"
"M/S SRI VENKATA SIVA SAI AGRO IND AP178393275","0","0","3","6","4","4","0","9","0","26"
"M/S SRI VENKATESWARA ENGINEERING WORKS AP67321364","6","4","0","3","8","3","0","10","2","36"
"M/S SRI VIJAYA SAI ENGINEERING WORKS AP235644370","0","1","3","5","2","0","0","2","0","13"
"M/S SRI VISHNU PRIYA ENGG WORKS AP105023896","0","1","0","1","2","10","4","0","0","18"
"M/S SRINIVASA ENGINEERING WORKS AP29073331","11","4","12","7","9","5","14","10","2","74"
"M/S SRINIVASA WELDING WORKS AP027V00001","1","0","1","4","2","0","0","1","0","9"
"M/S SRT TRAILOR WORKS,CHITTOOR AP313364198","2","7","3","8","7","3","5","7","5","47"
"M/S TEJA ENGINEERING WORKS AP56034154","2","6","3","1","0","3","2","2","0","19"
"M/S TIRUMALA ENGINEERING WORKS AP46060032024","5","11","5","5","5","5","2","0","0","38"
"M/S UMA INDUSTRY ANANTHAPUR AP29073329","7","14","19","6","12","5","12","2","1","78"
"M/S USMAN ENGINEERING WORKS AP117954387","7","7","4","7","8","5","1","0","0","39"
"M/S V R AGRO EQUIPMENTS AP118103133","0","2","2","6","4","3","0","0","0","17"
"M/S VENKATESWARA ENGINEERING WORKS AP56463007","8","5","8","4","4","4","0","7","1","41"
"M/S VIJAYA DURGA ENGINEERING WORKS AP105191285","0","1","2","2","1","0","0","1","0","7"
"M/S VIKRANTH TRACTOR WORKS AP118064096","0","0","0","0","2","4","0","0","0","6"
"M/S VISAKHA AGRO INDUSTRIES AP203484007","1","1","0","4","3","0","0","3","0","12"
"M/S. A.K.S. GEN. & AGRL. INDUSTRIES AP178700921","1","2","3","5","0","1","0","2","2","16"
"M/S.SRI LAKSHMI MOTORS & ENGG WORKS AP213192229","7","4","4","5","8","3","6","2","0","39"
"M/S.VIJAYA ENGINEERING WORKS AP213191445","4","5","3","4","2","0","5","6","1","30"
"M/SJAIGURUSAISUGUNAENGINEERINGWORKSAP213033195","9","9","9","12","9","6","11","11","1","77"
"M/SPEERAENGINEERINGWORKS,ANANTAHPURAMAP28914382","4","2","5","5","2","2","0","10","0","30"
"M/SSREESIDDIVINAYAKAENGINEERINGWORKSAP60060002025","5","13","9","14","10","3","1","26","2","83"
"MADEENA TRAILER WORKS AP313363730","1","8","11","5","6","2","2","9","0","44"
"MADHU ENGINEERING INDUSTRIES AP117900513","5","7","1","5","5","4","0","2","0","29"
"MADHU TRACOR AND TRAILOR WORKS AP312530535","1","0","1","1","2","0","0","2","0","7"
"MADINA ENGINEERING WORKS AP105034390","9","5","5","1","7","6","1","3","0","37"
"MAHINDRA & MAHINDRA LIMITED","1505","1655","1744","1871","1710","2070","1847","1793","362","14557"
"MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION)","376","521","491","483","573","603","645","513","95","4300"
"MAHINDRA & MAHINDRA LIMITED (TRACTOR)","621","771","714","797","875","1256","1287","902","182","7405"
"MAHINDRA ELECTRIC AUTOMOBILE LTD","145","127","206","271","295","384","361","325","51","2165"
"MAHINDRA LAST MILE MOBILITY LTD","244","318","356","367","391","533","447","394","95","3145"
"MALKIT AGRO TECH PVT. LTD","9","8","2","1","0","2","2","0","0","24"
"MANI ENGINEERING WORKS AP56240404","0","0","0","3","1","4","0","9","0","17"
"MANIKANTA ENGINEERING WORKS AP117794381","2","8","3","2","2","5","1","2","0","25"
"MANITOU EQUIPMENT INDIA PVT LTD","0","0","0","0","0","3","0","0","0","3"
"MANKU AGRO TECH PVT LTD","4","3","1","0","1","0","0","1","0","10"
"MARUTI SUZUKI INDIA LTD","3438","2520","2963","3237","3083","4164","3037","3416","537","26395"
"MASTHANVALLI AUTOLORRYBODY BLD AP49604350","0","0","0","0","10","13","0","0","0","23"
"MATHARU ENGINEERING AGRI WORKS","0","0","1","0","1","0","0","1","0","3"
"MATTER MOTOR WORKS PVT LTD","2","2","2","2","9","8","3","0","1","29"
"MBH ENGINEERING WORKS AP29073699","8","13","5","4","4","4","25","6","0","69"
"MERCEDES -BENZ AG","2","3","0","3","3","5","3","4","0","23"
"MERCEDES-BENZ INDIA PVT LTD","33","11","19","21","14","23","14","21","7","163"
"MERCURY EV TECH LTD","0","2","3","2","7","3","1","0","0","18"
"MLR AUTO LTD","73","82","72","54","59","63","66","44","9","522"
"NAGAMANIKANTA AGRO INDUSTRIES AP021V0002","0","0","10","3","8","11","0","10","1","43"
"NANJING GOLDEN (IMPORTER: KALY EMOTORS)","1","0","0","0","0","0","0","0","0","1"
"NANJING VMOTO (IMPORTER: VAJRAM ELECTRIC MOBILITY)","1","1","5","1","2","2","1","1","0","14"
"NAVYA AGRO INDUSTRIES AP105380099","0","0","0","0","0","0","1","1","0","2"
"NDS ECO MOTORS PVT LTD","1","0","0","0","0","0","0","0","0","1"
"NEW LEADER AGRO ENGINEERING WORKS AP1514223723","3","9","13","14","13","0","13","23","6","94"
"NISSAN MOTOR INDIA PVT LTD","72","64","88","114","112","96","74","112","14","746"
"NUMEROS MOTORS PVT LTD","4","5","13","3","2","3","3","4","0","37"
"OBEN ELECTRIC VEHICLES PVT LTD","6","16","20","25","13","17","9","12","3","121"
"OKINAWA AUTOTECH PVT LTD","0","0","3","2","0","1","0","0","0","6"
"OLA ELECTRIC TECHNOLOGIES PVT LTD","320","228","213","470","389","574","362","208","63","2827"
"OLECTRA GREENTECH LTD","2","1","1","0","1","1","1","0","0","7"
"OMEGA SEIKI PVT LTD","5","3","5","2","1","5","2","6","0","29"
"OPG Mobility and Power Pvt Ltd","0","2","1","0","0","0","0","0","0","3"
"P.S. ENTERPRISES","1","1","0","4","0","0","1","0","0","7"
"PADMAVATHI ENGINEERING WORKS AP67413574","5","5","5","5","5","2","6","2","0","35"
"PAI MACHINES PVT LTD","2","4","1","2","2","3","0","3","0","17"
"PANESAR AGRO TECH","0","1","0","0","0","0","0","0","0","1"
"PARVATHI ENGINEERING WORKS AP49760577","1","1","6","15","14","11","5","23","1","77"
"PIAGGIO VEHICLES PVT LTD","1055","1460","1562","1411","1286","1707","1725","1683","301","12190"
"PINNACLE MOBILITY SOLUTIONS PVT LTD","0","0","1","2","1","2","15","7","0","28"
"POORNA SAI ENGINEERING WORKS AP235661744","0","1","1","0","1","1","1","0","1","6"
"PORSCHE AG GERMANY","0","1","1","2","4","1","0","0","0","9"
"PREET AGRO INDUSTRIES PVT LTD","1","8","0","0","0","0","1","0","0","10"
"PREET CONSRUCTION EQUIPMENTS PVT LTD","0","1","0","0","2","1","0","0","0","4"
"PROPUS INC","0","0","0","0","0","1","0","0","0","1"
"PUR ENERGY PVT LTD","62","22","13","20","11","35","31","21","1","216"
"QIANJIANG-KEEWAY (IMPORTER: ADISHWAR AUTO)","3","5","10","4","2","2","6","13","1","46"
"QUANTUM ENERGY LTD.","12","34","31","33","42","36","66","44","7","305"
"R.P.ENGINEERING WORKS AP28910533","12","9","7","9","14","1","4","19","0","75"
"RAHEEM AGRO WELDING WORKS AP1510204097","4","1","5","3","4","4","0","0","0","21"
"RAJ ENGINEERING WORKS AP21V00001","11","8","12","8","2","6","0","1","1","49"
"RASOOL ENGINEERING WORKS,NARASARAOPET AP67542029","0","0","2","0","0","0","0","8","1","11"
"RENAULT INDIA PVT LTD","96","58","59","78","68","79","59","51","17","565"
