"Maker and Month Wise Data for Nagaland (2023)"

"Maker","2023-Jan","2023-Feb","2023-Mar","2023-Apr","2023-May","2023-Jun","2023-Jul","2023-Aug","2023-Sep","2023-Oct","2023-Nov","2023-Dec","Total"
"A B EXCAVATORS & EARTHMOVERS PVT LTD","0","0","0","0","0","0","1","0","0","0","0","0","1"
"ACTION CONSTRUCTION EQUIPMENT LTD.","1","0","3","4","5","4","2","1","5","0","0","1","26"
"AJAX ENGINEERING LTD","3","5","6","3","5","1","5","4","0","7","5","5","49"
"ALL TERRAIN CRANE","5","0","0","1","1","1","0","1","0","2","1","0","12"
"ALPHA SERVICES","0","0","0","0","0","0","0","1","0","0","0","0","1"
"AMW MOTORS LIMITED","0","0","1","0","0","0","0","0","0","0","0","0","1"
"ASHOK LEYLAND LTD","216","219","461","334","225","138","196","241","283","322","281","155","3071"
"BAJAJ AUTO LTD","63","105","122","108","116","112","79","104","97","99","60","76","1141"
"BMW INDIA PVT LTD","0","0","0","0","0","1","0","0","0","0","0","0","1"
"BULL MACHINES PVT LTD","0","0","0","0","0","0","0","0","0","0","0","1","1"
"CASE NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT LTD","1","4","0","0","1","2","1","2","1","1","1","0","14"
"CATERPILLAR INDIA PRIVATE LIMITED","0","0","0","0","3","3","0","0","0","1","1","0","8"
"CLASSIC LEGENDS PVT LTD","5","5","9","5","4","4","7","3","8","4","6","2","62"
"CNH INDUSTRIAL (INDIA) PVT LTD","0","0","0","0","0","1","0","0","0","0","0","0","1"
"CONMAT HEAVY INDUSTRIES PVT LTD","1","1","1","1","2","0","0","1","0","1","0","0","8"
"DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD","24","14","36","48","50","16","67","34","73","80","61","52","555"
"DEMAGE MOTORS LTD","2","0","0","0","0","0","0","0","0","0","0","0","2"
"ESCORTS CONSTRUCTION EQUIPMENT LTD","1","0","0","0","0","0","0","1","0","0","0","0","2"
"ESCORTS KUBOTA LIMITED (CONSTRUCTION EQUIPMENT)","2","2","1","1","1","9","7","4","3","4","3","2","39"
"FINE EQUIPMENTS INDIA PVT LTD","0","0","0","1","0","0","0","0","0","0","0","0","1"
"FORCE MOTORS LIMITED","1","1","4","3","5","2","1","4","4","3","2","1","31"
"FRED INDIA PVT LTD","0","0","0","0","1","0","0","0","1","0","0","0","2"
"GMT AUTO ENGINEERING COMPANY","1","0","0","0","0","0","0","0","0","0","0","0","1"
"GROVE INDIA PVT LTD","4","0","0","0","0","0","0","0","0","0","0","0","4"
"H-D MOTOR COMPANY INDIA PVT LTD","0","0","0","0","0","1","0","0","0","0","0","0","1"
"HERO MOTOCORP LTD","83","65","193","153","111","139","86","86","87","72","120","44","1239"
"HONDA CARS INDIA LTD","1","0","1","0","2","0","1","1","2","6","9","3","26"
"HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD","160","69","150","129","156","188","173","163","118","129","208","130","1773"
"HYUNDAI MOTOR INDIA LTD","52","69","65","54","58","36","58","63","47","42","73","35","652"
"INDIA YAMAHA MOTOR PVT LTD","45","50","44","45","89","59","70","62","63","55","54","49","685"
"INDO FARM EQUIPMENT LIMITED","0","0","0","1","0","0","1","0","0","0","0","0","2"
"INTERNATIONAL TRACTORS LIMITED","0","0","0","0","0","0","0","0","1","0","0","0","1"
"ISUZU MOTORS INDIA PVT LTD","3","3","6","7","3","8","2","4","0","4","0","5","45"
"JAGUAR LAND ROVER INDIA LIMITED","0","0","0","0","1","0","0","0","0","0","2","1","4"
"JCB INDIA LIMITED","12","13","11","9","19","11","20","8","8","19","21","4","155"
"JOHN DEERE INDIA  PVT LTD(TRACTOR DEVISION)","1","0","0","0","0","0","1","0","0","10","0","0","12"
"JSW MG MOTOR INDIA PVT LTD","2","1","1","2","1","1","4","3","0","0","1","5","21"
"KIA INDIA PRIVATE LIMITED","8","12","4","4","6","2","1","4","6","6","7","1","61"
"KOMATSU INDIA PRIVATE LIMITED","1","0","0","0","0","0","0","0","0","0","0","0","1"
"L&T CONSTRUCTION EQUIPMENT LIMITED","2","0","0","0","0","0","0","0","0","0","0","0","2"
"LIEBHERR INDIA PVT LTD","1","0","0","0","0","0","0","0","0","0","0","0","1"
"LIUGONG INDIA PVT. LTD","0","0","2","4","0","0","0","6","3","10","3","0","28"
"M/S SCHWING STETTER (INDIA) PRIVATE LIMITED","1","2","0","4","3","2","0","1","1","0","1","1","16"
"MAHINDRA & MAHINDRA LIMITED","137","180","218","205","231","162","176","188","163","171","219","151","2201"
"MAHINDRA & MAHINDRA LIMITED (TRACTOR)","0","0","1","0","1","1","1","0","0","1","1","0","6"
"MANITOU EQUIPMENT INDIA PVT LTD","0","0","0","0","0","2","1","1","0","0","0","1","5"
"MARUTI SUZUKI INDIA LTD","245","434","398","319","365","290","348","380","360","441","474","295","4349"
"MARUTI UDYOG LTD","3","5","7","12","14","7","8","3","6","8","7","4","84"
"MERCEDES-BENZ INDIA PVT LTD","1","1","0","0","2","0","0","1","0","0","0","0","5"
"NAVDURGA TRAILERS","0","0","0","0","0","0","0","0","0","0","5","0","5"
"NISSAN MOTOR INDIA PVT LTD","30","52","47","37","36","26","35","30","18","22","28","22","383"
"OLA ELECTRIC TECHNOLOGIES PVT LTD","0","0","0","0","0","0","1","0","1","0","0","0","2"
"OMEGA CONSTRUCTION EQUIPMENT PVT LTD","1","0","0","0","0","0","0","0","0","0","0","0","1"
"PIAGGIO VEHICLES PVT LTD","1","1","1","1","0","1","2","0","3","0","2","2","14"
"RENAULT INDIA PVT LTD","6","11","12","4","9","3","13","5","2","6","3","5","79"
"ROYAL-ENFIELD (UNIT OF EICHER LTD)","22","35","46","78","66","62","54","52","72","54","68","50","659"
"SANY HEAVY INDUSTRY INDIA PVT LTD","1","0","2","3","1","0","0","3","1","1","2","0","14"
"SANY INDIA","0","0","0","0","1","0","0","0","0","0","0","0","1"
"SCA HAEVY EQUIPMENT PVT. LTD","2","0","0","0","0","0","0","1","0","0","0","0","3"
"SHAKTTI CONSTRUCTIONS EQUIPMENT PVT LTD","0","0","0","0","0","1","0","0","0","0","0","0","1"
"SKODA AUTO VOLKSWAGEN INDIA PVT LTD","4","3","15","4","5","7","8","7","4","6","8","8","79"
"SML MAHINDRA LTD","0","0","1","5","1","1","0","0","1","0","0","0","9"
"STELLANTIS AUTOMOBILES INDIA PVT LTD","0","0","0","0","0","0","0","1","0","0","0","0","1"
"STELLANTIS INDIA PVT LTD","2","2","2","1","0","4","1","3","1","0","1","0","17"
"SUZUKI MOTORCYCLE INDIA PVT LTD","23","38","51","29","52","29","43","38","36","22","47","30","438"
