"Maker and Month Wise Data for Gujarat (2018)"

"Maker","2018-Jan","2018-Feb","2018-Mar","2018-Apr","2018-May","2018-Jun","2018-Jul","2018-Aug","2018-Sep","2018-Oct","2018-Nov","2018-Dec","Total"
"3EV INDUSTRIES PVT LTD","0","0","0","1","0","0","0","0","0","0","0","0","1"
"3GB TECHNOLOGY PVT LTD","0","0","1","0","0","0","0","0","0","0","0","0","1"
"A B EXCAVATORS & EARTHMOVERS PVT LTD","0","0","0","0","0","0","4","0","0","0","0","0","4"
"A K AUTTO ELECTRICAL","0","1","0","0","0","0","0","0","0","0","0","0","1"
"A P I MOTORS PVT LTD","0","0","5","10","16","18","17","17","17","18","27","13","158"
"A1 HEAVY EQUIPMENTS DEVELOPER","0","0","0","0","0","0","0","0","0","1","1","0","2"
"ACTION CONSTRUCTION EQUIPMENT LTD.","66","48","73","92","63","64","101","61","69","74","63","68","842"
"ADICO ESCORTS AGRI EQUIPMENTS PVT. LTD.","29","35","14","6","7","36","239","266","30","83","56","42","843"
"ADITYA AGRO INDUSTRIES","0","0","3","9","2","0","4","3","2","3","0","2","28"
"AGRO INDUSTRIES","3","0","8","18","10","0","5","1","3","6","4","1","59"
"AJANTA KRUSHI YANTRA","0","0","0","0","0","0","0","0","0","0","1","0","1"
"AJAX ENGINEERING LTD","29","31","31","29","24","16","15","13","17","22","20","25","272"
"AJAX FIORI ENGINEERING PVT LTD","2","0","1","0","1","0","0","0","0","0","0","0","4"
"AKASH EQUIPMENTS & MACHINERIES (P) LTD.","0","0","0","1","0","0","0","0","0","0","0","0","1"
"AKASH TRAILOR","0","0","0","0","0","3","0","0","0","0","0","0","3"
"AKSHAR STEEL","2","0","0","0","0","11","0","2","0","13","0","1","29"
"ALL TERRAIN CRANE","1","0","0","1","0","1","0","0","0","0","3","0","6"
"AMAN AGRO INDUSTRIES","0","0","0","0","0","1","0","0","5","0","0","0","6"
"AMBICA INDUSTRIES","3","1","0","7","0","2","1","0","2","1","0","0","17"
"AMMANN INDIA PVT LTD","1","2","6","5","2","2","1","1","0","3","3","1","27"
"AMRIT ENGG WORKS,DKL","0","0","0","0","2","0","0","0","0","0","0","0","2"
"AMW MOTORS LIMITED","0","0","3","0","0","0","0","0","0","0","0","0","3"
"ANGEL FARM","1","0","0","0","0","0","0","0","0","0","0","0","1"
"ANNAPURNA INDUSTRIES","0","0","0","0","1","0","0","0","0","0","0","0","1"
"APOLLO CARMIX EQUIPMENTS PVT LTD","0","0","4","6","1","2","1","1","0","1","1","2","19"
"ASHOK LEYLAND JOHN DEERE CONST EQUIP COMP PVT LTD","0","0","0","0","1","0","0","0","0","0","1","0","2"
"ASHOK LEYLAND LTD","1076","827","954","968","870","704","841","896","941","1329","1067","861","11334"
"ASTER AUTOMOTIVE PVT LTD","0","0","1","0","2","0","0","0","0","0","0","0","3"
"ATUL AUTO LTD","1068","1030","938","1068","1097","970","1141","966","809","1126","1146","1427","12786"
"AUDI AG","128","62","79","59","48","49","63","37","70","73","81","67","816"
"BAJAJ AUTO LTD","10098","10464","10278","12391","12439","12339","14350","12361","13488","16286","18552","14239","157285"
"BAJAJ TEMPO LIMITED","0","0","0","0","0","0","0","1","0","0","0","0","1"
"BAJRANG AGRO INDUSTRIES","0","0","0","0","6","28","1","4","0","1","0","0","40"
"BALAJI AGRO INDUSTRIES","1","0","0","7","1","5","0","1","0","2","0","4","21"
"BEML LIMITED","2","0","0","0","2","1","0","0","0","4","0","1","10"
"BHAGAT AGRO INDUSTRIES","0","0","0","1","0","0","0","0","0","0","0","0","1"
"BHAGBATI INDUSTRIES","4","0","0","0","0","0","0","1","0","0","0","0","5"
"BHAGIRATH EQUIPMENT PVT LTD","0","0","0","0","0","0","0","0","1","1","1","0","3"
"BHARAT MOTORS","0","0","0","0","0","1","0","0","0","1","0","0","2"
"BMW INDIA PVT LTD","66","38","62","57","54","33","54","67","98","104","85","104","822"
"BULL MACHINES PVT LTD","3","8","10","3","9","6","1","4","2","5","1","4","56"
"C M OVERSEAS","1","0","1","1","0","0","2","0","1","3","0","0","9"
"CAPTAIN TRACTORS PVT. LTD.","146","147","23","27","25","114","689","627","95","134","140","211","2378"
"CARDWELL","0","0","0","0","1","0","0","0","0","0","0","0","1"
"CARGOTEC INDIA PVT LTD","0","0","0","0","0","0","0","0","0","2","0","0","2"
"CASE EQUIPMENT PRIVATE LTD","0","0","0","0","1","2","0","1","0","0","1","0","5"
"CASE NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT LTD","57","53","72","67","45","46","45","27","35","62","63","56","628"
"CATERPILLAR INDIA PRIVATE LIMITED","10","11","14","10","20","8","9","9","15","9","9","13","137"
"CHANGSHA PUYUAN","0","0","0","0","0","0","0","0","0","0","1","0","1"
"CHEVROLET SALES INDIA PVT LTD","2","0","0","0","0","0","0","0","0","0","0","0","2"
"CLAAS INDIA P LTD","0","0","0","0","0","0","1","0","0","0","0","0","1"
"CNH INDUSTRIAL (INDIA) PVT LTD","158","148","145","92","116","145","601","313","90","131","103","127","2169"
"COMETTO TRAILER","1","0","0","0","0","0","0","0","0","0","0","0","1"
"CONTINENTAL ENGINES PVT LTD","106","87","56","82","75","80","67","59","53","129","75","48","917"
"D K DIESELS PVT LTD","1","0","0","0","0","2","0","0","0","0","0","0","3"
"D.K.DIESELS PVT. LTD","0","0","0","0","0","2","0","0","0","0","0","0","2"
"DAIMLER AG","4","4","4","2","6","3","0","1","2","4","1","2","33"
"DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD","79","96","128","104","105","114","95","105","138","186","124","134","1408"
"DASMESH AGRICULTURAL INDUSTRIES PVT LTD","0","1","2","0","0","0","0","0","0","0","0","0","3"
"DEMAG DEMAG HC 340","0","0","1","0","0","0","0","0","0","0","1","0","2"
"DHANALAKSHMI ENGINEERING WORKS","1","0","0","0","0","0","0","0","0","0","0","0","1"
"DHANNLAXMI AUTOWORKS","1","0","0","0","0","0","0","0","0","0","0","0","1"
"DILIP CHHABRIA DESIGN PVT LTD","0","0","0","0","0","0","1","0","0","0","0","0","1"
"DOOSAN INT INDIA PVT LTD","0","1","7","0","0","0","0","1","0","0","0","0","9"
"DSK MOTOWHEELS PVT LTD.","14","7","7","1","5","3","3","2","0","2","1","0","45"
"DUCATI INDIA PVT LTD","0","1","0","1","2","3","1","0","2","2","1","1","14"
"DUCATI MOTOR HOLDING S.P.A","1","0","0","1","0","0","0","0","2","0","1","1","6"
"DURGA AGRO WORKS","0","0","0","0","0","0","0","0","1","0","0","0","1"
"DURGA TRACTORS PVT LTD","0","0","0","0","1","0","1","0","0","1","0","0","3"
"EICHER MOTORS LTD","10","2","8","8","7","3","5","7","2","2","9","2","65"
"EICHER POLARIS PVT. LTD.","1","4","1","3","0","1","0","1","0","0","0","0","11"
"EICHER TRACTORS","291","267","204","133","185","251","1094","432","141","217","205","214","3634"
"EIMCO ELECON","0","1","2","1","0","1","3","0","1","0","1","1","11"
"ELECTROTHERM (INDIA) LIMITED","8","0","4","7","7","1","0","1","2","1","1","6","38"
"EPIROC MINING INDIA LTD","0","0","0","0","0","0","0","0","0","0","0","1","1"
"ESCORTS CONSTRUCTION EQUIPMENT LTD","0","2","1","0","1","0","1","0","1","0","0","0","6"
"ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP)","172","171","148","77","111","189","975","411","174","253","187","226","3094"
"ESCORTS KUBOTA LIMITED (CONSTRUCTION EQUIPMENT)","27","18","33","29","36","30","33","22","23","37","34","28","350"
"ESCORTS R&D CENTRE","0","0","0","0","0","1","0","0","0","0","1","0","2"
"ESCORTS TRACTORS LTD","0","0","0","0","0","1","0","0","0","0","0","1","2"
"FARMER TRACTOR, METODA G.I.D.C.","10","2","2","1","0","1","19","6","2","2","1","2","48"
