"Maker and Month Wise Data for Telangana (2024)"

"Maker","2024-Jan","2024-Feb","2024-Mar","2024-Apr","2024-May","2024-Jun","2024-Jul","2024-Aug","2024-Sep","2024-Oct","2024-Nov","2024-Dec","Total"
"ACTION CONSTRUCTION EQUIPMENT LTD.","13","27","18","21","20","21","31","17","13","18","19","22","240"
"ADAPT MOTORS PVT LTD","0","0","0","0","0","0","0","1","0","0","0","6","7"
"ADISHWAR AUTO RIDE INDIA PVT LTD","9","6","16","11","11","12","9","8","5","16","12","6","121"
"ADM TECHNOLOGIES PVT. LTD.","5","16","23","25","48","75","78","75","91","98","133","75","742"
"AJAX ENGINEERING LTD","10","7","13","12","16","14","6","5","11","8","8","10","120"
"AJAX FIORI ENGINEERING PVT LTD","1","0","0","0","0","0","0","0","1","0","0","0","2"
"ALL TERRAIN CRANE","0","1","1","1","0","0","1","1","0","0","0","0","5"
"ALPHA SERVICES","0","0","0","0","0","1","0","0","1","0","1","0","3"
"ALTIER ELECTRIC VEHICLES PVT LTD","4","0","0","0","0","0","0","0","0","0","0","0","4"
"ALTIGREEN PROPULSION LABS PVT LTD","5","9","23","0","4","5","3","11","6","42","6","2","116"
"AMAR ENGINEERING WORKS","0","0","2","0","0","0","0","1","0","0","0","0","3"
"AMMAN ENGINEERING COMPANY","0","0","0","0","0","0","0","0","0","0","0","2","2"
"AMPERE VEHICLES PVT LTD","22","16","30","32","28","13","16","24","10","2","1","3","197"
"ANJANEYA AGRO LTD","0","0","0","1","2","1","0","2","1","0","0","0","7"
"ANVITA AUTO TECH WORKS PVT LTD","0","1","0","0","0","0","0","0","0","0","0","0","1"
"APOLLO CONSTRUCTION EQUIPMENTS PVT LTD","0","0","0","0","0","0","1","0","0","0","0","0","1"
"ASHOK LEYLAND LTD","1142","1153","1102","977","803","809","822","733","756","881","1007","718","10903"
"ASTON MARTIN LAGONDA LTD","0","0","0","0","0","0","1","0","0","0","0","0","1"
"ATHER ENERGY LTD","797","843","1262","228","492","564","991","653","1133","1021","1260","915","10159"
"ATUL AUTO LTD","0","0","0","0","0","0","0","0","5","4","9","3","21"
"ATUL GREENTECH PRIVATE LIMITED","0","0","0","0","0","0","0","0","2","1","4","3","10"
"ATUMOBILE PVT LTD","1","1","0","0","1","0","5","3","1","1","5","4","22"
"AUDI AG","14","22","18","22","14","14","15","17","13","15","26","16","206"
"AUTOMOBILI LAMBORGHINI S.P.A","1","1","2","0","0","0","0","2","1","1","1","2","11"
"BAJAJ AUTO LTD","11410","12064","11300","10099","11423","10765","12462","10382","11240","12118","15945","9750","138958"
"BALAJI AGRO INDUSTRIES","1","1","2","0","0","0","1","0","0","0","0","0","5"
"BALAJI ENGG WORKS","4","11","1","8","6","10","2","4","7","5","6","9","73"
"BALAJI INDUSTRIES","5","6","8","3","5","8","3","5","4","3","3","1","54"
"BATTRE ELECTRIC MOBLITY PVT LTD","18","24","54","6","9","12","11","16","4","19","16","6","195"
"BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD","2","2","0","1","1","0","1","2","1","1","1","0","12"
"BENTLEY MOTORS LIMITED","0","1","2","0","0","0","0","0","0","1","2","0","6"
"BGAUSS AUTO PRIVATE LIMITED","25","177","93","4","4","203","575","23","18","19","227","15","1383"
"BHARAT AGRO ENGG WORKS","0","0","6","1","2","0","0","2","4","6","5","7","33"
"BHARAT BHUSHAN ENGNEERING WORK","11","12","14","8","6","9","9","8","10","9","5","7","108"
"BHARATH ENGINEERING WORKS","7","12","12","9","13","19","13","7","7","13","2","9","123"
"BHASKARA INDUSTRIES","1","1","1","1","5","4","1","0","1","1","1","0","17"
"BMW INDIA PVT LTD","126","107","119","107","114","103","113","101","105","134","169","100","1398"
"BOUNCE ELECTRIC 1 PVT LTD","0","0","0","0","0","0","4","1","2","0","40","1","48"
