"Maker and Month Wise Data for Ladakh (2022)"

"Maker","2022-Jan","2022-Feb","2022-Mar","2022-Apr","2022-May","2022-Jun","2022-Jul","2022-Aug","2022-Sep","2022-Oct","2022-Nov","2022-Dec","Total"
"ACTION CONSTRUCTION EQUIPMENT LTD.","0","0","0","0","0","1","0","0","0","0","0","0","1"
"ADISHWAR AUTO RIDE INDIA PVT LTD","0","1","0","0","0","0","0","0","0","1","0","0","2"
"AJAX ENGINEERING LTD","0","0","0","0","0","1","0","0","0","0","4","0","5"
"ASHOK LEYLAND LTD","10","10","3","2","5","4","0","0","0","4","0","5","43"
"BAJAJ AUTO LTD","1","1","1","19","1","3","0","0","2","5","0","0","33"
"BMW INDIA PVT LTD","0","0","0","6","0","0","1","0","0","1","0","0","8"
"BULL MACHINES PVT LTD","0","0","0","0","0","0","0","0","0","0","0","1","1"
"CASE NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT LTD","0","0","0","0","0","0","1","0","0","0","0","0","1"
"CLASSIC LEGENDS PVT LTD","0","1","1","2","1","12","1","15","0","0","0","0","33"
"CNH INDUSTRIAL (INDIA) PVT LTD","0","0","0","0","0","0","2","0","4","1","1","0","8"
"DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD","0","0","4","2","8","7","3","5","3","3","13","5","53"
"EICHER TRACTORS","0","0","0","0","0","1","8","1","1","1","2","0","14"
"FORCE MOTORS LIMITED","1","0","7","3","3","2","1","13","1","10","13","5","59"
"HERO ELECTRIC VEHICLES PVT. LTD","6","0","0","0","0","14","0","0","0","0","0","0","20"
"HERO MOTOCORP LTD","1","1","0","2","6","2","1","0","4","3","3","1","24"
"HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD","6","7","2","20","17","31","25","43","11","4","2","2","170"
"HYUNDAI MOTOR INDIA LTD","28","14","11","31","88","66","74","64","46","44","42","26","534"
"INDIA YAMAHA MOTOR PVT LTD","0","1","1","2","0","0","0","0","0","0","0","0","4"
"INTERNATIONAL TRACTORS LIMITED","0","1","0","2","3","1","0","0","3","0","4","2","16"
"ISUZU MOTORS INDIA PVT LTD","5","1","4","2","1","4","1","1","1","1","0","0","21"
"JCB INDIA LIMITED","0","0","2","4","1","0","1","3","7","3","24","27","72"
"JOHN DEERE INDIA  PVT LTD(TRACTOR DEVISION)","0","0","1","0","0","0","0","0","1","0","0","0","2"
"JSW MG MOTOR INDIA PVT LTD","1","1","0","0","0","0","0","0","0","0","1","0","3"
"KIA INDIA PRIVATE LIMITED","7","3","6","2","7","2","5","5","2","4","5","7","55"
"MAHINDRA & MAHINDRA LIMITED","59","25","30","58","107","133","114","69","63","68","67","54","847"
"MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION)","0","0","0","0","0","0","1","0","0","0","0","1","2"
"MAHINDRA & MAHINDRA LIMITED (TRACTOR)","0","0","0","1","0","0","0","0","0","0","0","0","1"
"MARUTI SUZUKI INDIA LTD","90","20","18","54","199","205","171","181","120","189","168","87","1502"
"MERCEDES-BENZ INDIA PVT LTD","1","0","0","0","0","0","0","0","0","0","0","0","1"
"NISSAN MOTOR INDIA PVT LTD","0","1","0","2","1","2","0","0","1","0","1","0","8"
"PMI ELECTRO MOBILITY SOLUTIONS PRIVATE LIMITED","0","0","0","0","0","0","0","0","0","0","8","2","10"
"RENAULT INDIA PVT LTD","0","0","0","0","1","0","1","0","0","0","0","0","2"
"ROYAL-ENFIELD (UNIT OF EICHER LTD)","2","2","37","297","379","511","268","125","6","13","6","11","1657"
"SKODA AUTO VOLKSWAGEN INDIA PVT LTD","0","0","0","1","1","0","0","0","0","0","0","0","2"
"SML MAHINDRA LTD","9","2","4","3","23","26","21","9","3","10","6","2","118"
"STELLANTIS AUTOMOBILES INDIA PVT LTD","0","0","0","0","0","0","0","0","0","0","2","0","2"
"STELLANTIS INDIA PVT LTD","1","0","0","0","0","0","2","0","2","1","0","0","6"
"SUZUKI MOTORCYCLE INDIA PVT LTD","0","1","6","8","13","8","17","33","5","1","6","1","99"
"TAFE LIMITED","0","0","0","0","0","0","0","0","0","0","1","0","1"
"TATA MOTORS LTD","22","15","15","27","70","35","15","13","16","14","23","18","283"
"TATA MOTORS PASSENGER VEHICLES LTD","0","0","0","0","3","2","0","0","3","6","10","8","32"
"TOYOTA KIRLOSKAR MOTOR PVT LTD","13","5","8","17","6","13","32","22","41","44","35","17","253"
"TVS MOTOR COMPANY LTD","5","2","1","1","3","9","3","7","2","0","6","1","40"
"VE COMMERCIAL VEHICLES LTD","0","0","0","0","0","1","0","0","0","1","0","0","2"
