"Maker and Month Wise Data for Punjab (2026)"

"Maker","2026-Jan","2026-Feb","2026-Mar","2026-Apr","2026-May","2026-Jun","2026-Jul","2026-Aug","2026-Sep","Total"
"UP FURNITURE","11","7","1","2","1","2","3","3","0","30"
"USHASONS AUTO COMPONENTS","4","0","3","0","3","0","2","3","0","15"
"UTTAM CONSTRUCTION EQUIPMENTS","0","0","0","0","0","2","0","0","0","2"
"V.S.T. TILLERS TRACTORS LIMITED","0","0","0","0","1","0","0","0","0","1"
"VAISHNAVI INDUSTRIES","4","3","0","1","0","0","4","3","0","15"
"VASHAN AGRICULTURE WORKS","0","0","1","0","0","0","0","3","0","4"
"VE COMMERCIAL VEHICLES LTD","69","75","164","132","150","124","128","91","22","955"
"VE COMMERCIAL VEHICLES LTD (VOLVO BUSES DIVISION)","0","0","0","0","5","0","0","0","0","5"
"VELOCIFERO (IMPORTER: KAWVELOCE MOTORS PVT LTD)","0","0","1","0","0","0","0","0","0","1"
"VICTORY ELECTRIC VEHICLES INTERNATIONAL LTD","3","2","1","0","0","7","3","0","0","16"
"VIMAL UNIVERSAL TRADE PVT LTD","65","55","34","66","79","82","70","39","35","525"
"VINFAST AUTO INDIA PVT LTD","19","18","26","35","28","32","19","24","3","204"
"VISHAL AGRICULTURAL WORKS","0","0","2","0","0","0","0","0","0","2"
"VOLKSWAGEN AG","1","1","0","0","1","1","0","2","0","6"
"VOLVO AUTO INDIA PVT LTD","2","2","2","3","1","2","2","1","0","15"
"VRINDA ENTERPRISES","17","15","27","45","17","25","21","30","4","201"
"VTC INDUSTRIES","0","0","0","4","5","7","1","10","0","27"
"WARDWIZARD INNOVATIONS & MOBILITY LIMITED","1","0","0","2","0","0","2","0","0","5"
"WARIVO MOTOR INDIA PVT LTD","3","7","0","6","5","6","6","4","1","38"
"WIRTGEN INDIA PVT LTD","0","3","0","0","0","0","1","0","0","4"
"WUXI SAIGE (IMPORTER: DM GREEN ENERGY)","1","0","0","0","0","0","0","0","0","1"
"YAARI AUTOMOBILES PVT LTD","0","0","2","0","0","0","0","0","0","2"
"YC ELECTRIC VEHICLE","4","12","5","7","7","9","9","8","2","63"
"YUVRAJ INTERNATIONAL","0","0","0","0","0","0","0","1","0","1"
"ZAKWILL ELECTRIC VEHICLES PVT LTD","0","0","0","0","1","0","0","0","0","1"
"ZELIO E-MOBILITY LTD","0","0","0","13","21","15","8","9","0","66"
"ZENTHIUM EV PVT LTD","3","0","0","18","1","3","0","1","0","26"
"ZEOPLUS AXIS INDIA PVT. LTD.","33","40","36","45","89","47","42","56","13","401"
"ZHEJIANG CHANGLING (IMPORTER: ADISHWAR AUTO)","0","0","0","0","0","1","0","0","0","1"
"ZOOMLION INDIA PVT LTD","0","0","1","1","0","1","0","3","0","6"
