"Maker and Month Wise Data for Jammu & Kashmir (2017)"

"Maker","2017-Jan","2017-Feb","2017-Mar","2017-Apr","2017-May","2017-Jun","2017-Jul","2017-Aug","2017-Sep","2017-Oct","2017-Nov","2017-Dec","Total"
"ACTION CONSTRUCTION EQUIPMENT LTD.","1","0","2","2","1","2","5","2","3","3","0","0","21"
"ADICO ESCORTS AGRI EQUIPMENTS PVT. LTD.","0","0","1","3","1","0","0","0","0","0","0","0","5"
"AGRI KING TRACTORS & EQUIPMENTS PVT LTD","0","0","0","0","0","0","0","3","0","2","0","0","5"
"AJAX ENGINEERING LTD","0","0","1","0","0","0","0","0","0","0","0","0","1"
"ASHOK LEYLAND LTD","30","70","115","54","103","53","50","37","77","59","58","46","752"
"ATUL AUTO LTD","17","46","64","30","38","14","31","32","41","37","39","37","426"
"AUDI AG","0","0","1","2","4","2","3","4","3","5","3","0","27"
"BAJAJ AUTO LTD","1117","1024","1500","1338","2011","1475","1683","1699","1552","1971","1726","1044","18140"
"BEML LIMITED","0","0","0","0","0","0","0","0","1","0","0","0","1"
"BMW INDIA PVT LTD","1","0","0","0","0","1","0","0","1","0","1","0","4"
"CASE NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT LTD","1","0","2","4","4","0","4","1","2","1","8","5","32"
"CATERPILLAR INDIA PRIVATE LIMITED","0","3","1","0","1","1","3","6","3","8","1","3","30"
"CHEVROLET SALES INDIA PVT LTD","3","1","6","2","3","4","3","2","1","0","0","1","26"
"CNH INDUSTRIAL (INDIA) PVT LTD","18","27","48","39","27","14","17","32","27","31","41","31","352"
"DSK MOTOWHEELS PVT LTD.","0","0","0","0","0","0","0","0","0","0","0","1","1"
"EICHER MOTORS LTD","2","1","0","0","0","0","0","0","0","0","0","0","3"
"EICHER TRACTORS","0","1","3","0","0","0","0","0","1","4","3","0","12"
"ESCORTS CONSTRUCTION EQUIPMENT LTD","0","1","0","0","0","0","0","0","0","0","0","0","1"
"ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP)","1","5","13","4","11","10","9","11","9","19","7","10","109"
