"Maker and Month Wise Data for UT of DNH and DD (2024)"

"Maker","2024-Jan","2024-Feb","2024-Mar","2024-Apr","2024-May","2024-Jun","2024-Jul","2024-Aug","2024-Sep","2024-Oct","2024-Nov","2024-Dec","Total"
"ACTION CONSTRUCTION EQUIPMENT LTD.","2","4","2","3","2","2","2","0","1","3","0","1","22"
"AJAX ENGINEERING LTD","1","0","0","2","0","1","0","0","0","0","1","0","5"
"ALL TERRAIN CRANE","1","0","0","0","0","0","0","0","0","0","0","0","1"
"ASHOK LEYLAND LTD","230","207","124","165","51","30","106","97","101","131","43","52","1337"
"ATHER ENERGY LTD","5","5","9","1","3","2","8","5","2","5","8","5","58"
"ATUL AUTO LTD","0","1","2","1","0","0","2","2","1","5","3","5","22"
"AUDI AG","0","0","0","2","0","0","1","1","2","0","2","0","8"
"BAJAJ AUTO LTD","54","48","26","50","41","50","40","34","38","72","69","26","548"
"BGAUSS AUTO PRIVATE LIMITED","2","0","1","2","3","0","2","0","0","2","0","2","14"
"BMW INDIA PVT LTD","54","37","47","62","52","62","63","49","69","78","47","62","682"
"BRIGHT AUTOZONE PVT LTD","0","0","0","0","0","0","0","0","0","1","0","0","1"
"BYD INDIA PRIVATE LIMITED","0","0","0","0","0","0","0","0","1","0","0","0","1"
"CASE NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT LTD","0","1","1","0","0","0","0","0","0","0","1","0","3"
"CLASSIC LEGENDS PVT LTD","2","0","0","4","3","1","2","2","1","1","3","2","21"
"DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD","54","27","15","17","9","18","5","9","15","6","11","7","193"
"DOOSAN BOBCAT INDIA PVT LTD","0","0","0","0","0","0","0","0","0","1","0","0","1"
"EICHER TRACTORS","0","0","0","1","0","0","0","0","0","1","0","0","2"
"ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP)","0","1","0","2","1","0","0","0","1","0","0","2","7"
"ESCORTS KUBOTA LIMITED (CONSTRUCTION EQUIPMENT)","0","1","0","1","0","0","1","0","1","1","0","0","5"
"FORCE MOTORS LIMITED","134","186","116","136","55","20","135","157","130","178","60","63","1370"
"GODREJ & BOYCE MFG. CO. LTD","0","0","0","5","4","1","0","0","3","1","0","1","15"
"GOLDHOFER INDIA LLP","0","0","0","0","0","0","0","3","0","0","0","0","3"
"GREAVES ELECTRIC MOBILITY LTD","0","0","0","0","1","0","0","0","0","0","0","0","1"
"HARLEY DAVIDSON (IMPORTER: HERO MOTOCORP)","0","0","0","0","0","1","0","0","0","0","0","0","1"
"HERO MOTOCORP LTD","207","235","162","195","263","224","215","178","187","292","375","279","2812"
"HONDA CARS INDIA LTD","2","5","6","8","5","5","6","7","1","7","3","3","58"
"HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD","390","497","360","408","454","383","426","381","373","571","724","597","5564"
"HYUNDAI MOTOR INDIA LTD","59","44","63","49","54","43","53","53","42","92","35","43","630"
"INDIA KAWASAKI MOTORS PVT LTD","1","0","1","1","0","1","0","0","0","0","0","0","4"
"INDIA YAMAHA MOTOR PVT LTD","15","31","22","13","22","14","21","18","11","19","33","15","234"
"INDO FARM EQUIPMENT LIMITED","1","0","0","1","0","0","0","0","0","0","0","0","2"
"INTERNATIONAL TRACTORS LIMITED","0","0","0","0","0","0","0","1","0","0","0","1","2"
"ISUZU MOTORS INDIA PVT LTD","0","0","1","3","1","0","0","0","0","0","0","0","5"
"JAGUAR LAND ROVER INDIA LIMITED","5","0","2","9","8","6","11","17","9","15","3","4","89"
"JCB INDIA LIMITED","2","3","1","1","0","0","2","0","0","2","0","1","12"
"JITENDRA NEW EV-TECH PVT. LTD","0","1","0","0","0","0","0","0","0","0","0","0","1"
"JOHN DEERE INDIA  PVT LTD(TRACTOR DEVISION)","1","0","0","0","0","0","0","0","0","0","0","0","1"
"JSW MG MOTOR INDIA PVT LTD","9","9","8","7","5","9","5","6","6","6","8","8","86"
"KIA INDIA PRIVATE LIMITED","25","26","23","24","28","14","35","15","24","52","29","27","322"
