"Maker and Month Wise Data for Maharashtra (2026)"

"Maker","2026-Jan","2026-Feb","2026-Mar","2026-Apr","2026-May","2026-Jun","2026-Jul","2026-Aug","2026-Sep","Total"
"KPT INDUSTRIES LTD","0","0","0","0","0","0","0","1","1","2"
"KRUP P","1","0","0","0","0","0","0","0","0","1"
"KRUSHI KISAN TRAILORS","1","1","2","2","1","0","1","1","0","9"
"KSR SOLUTION (IMPORTER: KAWVELOCE MOTORS PVT LTD)","1","2","0","0","0","0","0","0","0","3"
"KTM MOTORRAD AG","0","2","1","0","0","0","0","0","0","3"
"KUBOTA AGRICULTURAL MACHINERY INDIA PVT.LTD.","92","39","58","43","43","71","45","26","6","423"
"KUKU AUTOMOTIVES","1","0","1","0","1","0","0","0","0","3"
"KYTE ENERGY PVT. LTD.","0","2","7","5","1","3","0","0","0","18"
"LAKSHMI GANAPATHI INDUSTRIES AP235700185","3","0","0","0","0","0","0","0","0","3"
"LAKSHYA AUTO SALES CORPORATION","0","0","0","0","0","0","1","0","0","1"
"LAL AGRO INDUSTRIES","0","0","0","0","0","0","0","1","0","1"
"LAXMI ENGINEERING CO","0","1","0","0","1","0","0","0","1","3"
"LAXMI ENGINEERING WORKS","2","2","1","7","1","4","2","0","0","19"
"LECTRIX E VEHICLES PVT LTD","6","14","11","40","30","30","66","40","9","246"
"LEXUS MOTORS LTD","0","0","0","0","0","1","0","0","0","1"
"LIUGONG INDIA PVT. LTD","12","9","8","9","11","8","14","5","1","77"
"LOCAL TRAILER MANUFACTURER","1116","975","708","618","453","452","532","408","120","5382"
"LOHIA AUTO INDUSTRIES","14","8","1","7","4","0","2","0","1","37"
"LUCKY INDUSTRIES","0","0","0","0","0","1","0","0","0","1"
"M/S BALAJI AUTO ENG WORKS","6","7","6","10","5","2","4","0","0","40"
"M/S BHANSALI AGRO TECH","18","3","2","1","0","1","0","0","0","25"
"M/S BHARAT TRAILERS","1","5","3","0","2","1","4","0","0","16"
"M/S GENERAL MOTORS LLC","1","0","0","0","0","0","0","0","0","1"
"M/S K K AGRO INDUSTRIES","1","0","2","1","0","0","0","0","0","4"
"M/S KASTKAR AGRO INDUSTRIES","31","1","17","18","22","10","12","3","0","114"
"M/S LOHIYA AGRO INDUSTRIES","0","0","0","1","1","0","2","1","0","5"
"M/S NEW LUCKY ENGINEERING WORKSHOP","0","0","0","0","5","3","2","1","0","11"
"M/S NEW SHETKARI ENGINEERING WORK","6","1","3","5","3","4","3","3","0","28"
"M/S RAM AGRO MACHINARY","1","0","2","0","0","2","0","1","0","6"
"M/S SAI INDUSTRIES (AJINKYA TRAILER)","1","0","1","4","0","0","1","0","1","8"
"M/S SCHWING STETTER (INDIA) PRIVATE LIMITED","4","6","8","8","17","10","9","8","2","72"
"M/S SUPERIOR MANUFACTURING COMPANY","4","0","2","2","1","2","0","1","0","12"
"M/S YOGIRAJ ENGINEERING COMPANY","0","0","0","0","1","0","0","0","0","1"
"M/S-SHRADHA INDUSTRIES","2","0","0","0","0","0","0","0","0","2"
"M/s Haritkranti Agro Udyog","13","5","1","12","0","0","4","2","0","37"
"M/s Javed Steel Industries","2","8","1","2","2","0","1","4","0","20"
"M/s Leena Agro Industries (India) Pvt Ltd.","11","10","0","1","0","0","0","2","0","24"
"MAC AUTO INDIA","1","0","0","0","0","0","0","0","0","1"
"MAHALAXMI ENG. WORKS","0","2","0","0","0","0","0","0","0","2"
"MAHINDRA & MAHINDRA LIMITED","10245","7808","9622","8085","6616","7456","7946","7717","1716","67211"
"MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION)","3180","1621","1527","1493","1245","1324","1080","896","205","12571"
"MAHINDRA & MAHINDRA LIMITED (TRACTOR)","4178","2322","2084","2067","1780","2199","1748","1432","216","18026"
"MAHINDRA & MAHINDRA LTD FARM MACHINERY DIVISION","3","3","1","2","3","0","1","0","0","13"
"MAHINDRA ELECTRIC AUTOMOBILE LTD","615","531","1053","1036","998","1107","1084","1011","227","7662"
"MAHINDRA LAST MILE MOBILITY LTD","740","493","567","613","525","566","625","567","159","4855"
"MALKIT AGRO TECH PVT. LTD","80","37","20","24","7","8","5","4","3","188"
"MANITA CITY MOTORS LLP","1","0","0","0","0","0","0","0","0","1"
"MANITOU EQUIPMENT INDIA PVT LTD","2","2","2","6","2","3","5","1","2","25"
"MANKU AGRO TECH PVT LTD","16","21","10","6","6","7","2","3","0","71"
"MARATHWADA QUALITY TRAILER","0","1","0","0","0","0","2","0","0","3"
"MARUTI SUZUKI INDIA LTD","26451","16798","22444","18725","17637","17946","19697","19885","2372","161955"
"MASERATI S.P.A","1","0","0","0","1","1","0","1","0","4"
"MATTER MOTOR WORKS PVT LTD","7","4","11","3","12","6","0","0","0","43"
"MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS)","2","0","1","0","0","0","0","0","0","3"
"MERCEDES -BENZ AG","24","23","33","51","64","69","49","23","23","359"
"MERCEDES BENZ","0","0","0","0","0","1","0","0","0","1"
"MERCEDES-BENZ INDIA PVT LTD","360","201","337","208","189","236","238","212","71","2052"
"MERCURY EV TECH LTD","1","0","64","2","11","0","0","0","0","78"
"MINI METRO EV L.L.P","55","60","28","5","7","65","65","43","6","334"
"MLR AUTO LTD","16","11","9","17","14","16","18","18","4","123"
"MOTOVOLT MOBILITY PVT LTD","0","0","40","2","112","76","236","210","1","677"
"MUNDE MECHANICAL WORKS","0","0","0","1","0","0","0","0","0","1"
"N K INDUSTRIES","23","38","22","25","11","10","5","5","1","140"
"N.S. AGRO WORKS","1","0","0","0","0","1","1","0","0","3"
"NANJING VMOTO (IMPORTER: VAJRAM ELECTRIC MOBILITY)","0","3","3","4","1","0","1","0","0","12"
"NATH AGRO IMPLEMENTS PVT LTD","0","1","0","0","0","0","0","0","0","1"
"NEUTON AUTO PVT LTD","0","0","0","0","0","0","1","0","0","1"
"NEW ARCANA INDIA","0","2","0","0","0","0","0","0","0","2"
"NEW GOBIND AGRO INDUSTRIES","0","0","0","0","0","0","2","0","0","2"
"NEW SANGMESHWAR TRAILORS & ENGINEERING WORKS","0","0","0","2","0","0","0","0","0","2"
"NEW SUPER QUALITY TRAILOR","0","0","0","1","4","1","11","1","0","18"
"NIA EV MOTORS PVT LTD","0","0","0","0","11","9","2","4","0","26"
"NINGBO LONGJIA (IMPORTER: ADISHWAR AUTO)","1","0","2","1","1","0","0","0","0","5"
"NISSAN MOTOR INDIA PVT LTD","219","99","230","263","250","224","253","260","59","1857"
"NUMEROS MOTORS PVT LTD","0","0","0","0","5","15","5","4","0","29"
"OBEN ELECTRIC VEHICLES PVT LTD","40","38","66","87","67","41","39","58","26","462"
"ODYSSE ELECTRIC VEHICLES PVT LTD","300","296","124","1","0","2","1","85","0","809"
"OKINAWA AUTOTECH PVT LTD","5","5","2","14","6","3","3","7","1","46"
"OLA ELECTRIC TECHNOLOGIES PVT LTD","644","220","854","1312","1439","1428","1298","1348","224","8767"
"OLECTRA GREENTECH LTD","45","20","0","0","45","127","113","74","26","450"
"OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD","0","0","2","0","0","0","2","1","0","5"
"OM SHREE SAI ENGINEERING","0","1","0","0","0","0","0","0","0","1"
"OMEGA SEIKI PVT LTD","7","1","10","10","4","6","77","22","4","141"
"OPG Mobility and Power Pvt Ltd","1","1","3","1","0","1","9","4","0","20"
"P B NATIONAL AGRICULTURE WORKS","1","0","0","0","0","0","0","0","0","1"
"P.S. ENTERPRISES","0","0","1","65","1","9","0","0","0","76"
"PADMAVATI ENGINEERING WORKS","12","9","9","6","0","5","12","1","0","54"
"PAI MACHINES PVT LTD","3","1","3","4","5","3","2","4","1","26"
"PANESAR AGRICULTURE INDUSTRIES","0","0","0","0","0","0","0","1","0","1"
"PANESAR AGRO TECH","61","37","21","10","15","18","7","2","1","172"
"PERFECT TRAILER","3","0","2","5","0","0","1","0","0","11"
"PIAGGIO VEHICLES PVT LTD","1321","1160","1235","1178","993","913","1029","1029","240","9098"
"PINNACLE MOBILITY SOLUTIONS PVT LTD","7","3","6","2","11","9","4","5","0","47"
"PMI ELECTRO MOBILITY SOLUTIONS PRIVATE LIMITED","0","10","10","5","10","56","3","17","9","120"
"POLARIS INDIA PVT LTD","1","0","4","0","1","2","3","0","0","11"
"POLYHOSE INDIA PRIVATE LIMITED - C E DIVISION","0","0","1","0","0","0","0","0","0","1"
"PORSCHE AG GERMANY","15","3","9","6","5","6","6","8","1","59"
"POWERLAND AGRO TRACTOR VEHICLES PVT LTD","1","1","0","2","0","0","0","1","0","5"
"PRAGATI ENGINEERING","0","0","2","5","3","3","0","1","0","14"
"PRAHLAD ENGINEERING","1","0","0","0","0","0","0","0","0","1"
"PREET AGRO INDUSTRIES PVT LTD","29","12","14","8","15","6","1","3","1","89"
"PREET CONSRUCTION EQUIPMENTS PVT LTD","2","2","5","1","1","2","0","1","0","14"
"PREET TRACTORS PVT LTD","7","7","2","2","4","2","5","3","0","32"
"PUR ENERGY PVT LTD","5","7","12","14","10","24","25","6","0","103"
"PUSHKAR INDUSTRIES","4","3","1","5","1","5","1","4","0","24"
"QIANJIANG-KEEWAY (IMPORTER: ADISHWAR AUTO)","2","4","3","2","3","1","4","3","3","25"
"QUANTUM ENERGY LTD.","0","1","205","20","1","2","1","1","0","231"
"QUCEV TECHNOLOGIES PVT LTD","2","4","1","0","0","0","0","0","10","17"
"RADHESHYAM TRAILOR","0","0","7","1","1","0","0","0","0","9"
"RAM CHAND & SONS","1","1","0","2","1","0","1","0","0","6"
"RAM VIJAY AGRO INDUSTRIES","0","0","0","0","1","0","0","0","0","1"
